DB,Collection,Metric,VectorDim,NumVectors,BatchID,BatchSize,ThreadCount,BatchTime(s),TotalInsertedSoFar,TotalTimeElapsed(s),CPU(%),Memory(MB)
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,87,4,4,0.015,348,0.487,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,88,4,4,0.014,352,0.488,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,89,4,4,0.017,356,0.493,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,90,4,4,0.014,360,0.494,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,91,4,4,0.017,364,0.501,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,92,4,4,0.019,368,0.506,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,93,4,4,0.014,372,0.507,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,94,4,4,0.017,376,0.512,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,95,4,4,0.017,380,0.519,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,96,4,4,0.014,384,0.521,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,97,4,4,0.018,388,0.525,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,98,4,4,0.019,392,0.532,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,99,4,4,0.014,396,0.534,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,100,4,4,0.021,400,0.542,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,102,4,4,0.012,404,0.543,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,101,4,4,0.026,408,0.551,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,103,4,4,0.024,412,0.557,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,104,4,4,0.025,416,0.565,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,105,4,4,0.033,420,0.576,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,106,4,4,0.034,424,0.585,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,107,4,4,0.031,428,0.590,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,108,4,4,0.024,432,0.592,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,109,4,4,0.024,436,0.602,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,110,4,4,0.018,440,0.604,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,112,4,4,0.018,444,0.610,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,111,4,4,0.022,448,0.614,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,114,4,4,0.012,452,0.619,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,113,4,4,0.016,456,0.622,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,115,4,4,0.013,460,0.624,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,116,4,4,0.018,464,0.629,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,117,4,4,0.017,468,0.631,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,118,4,4,0.018,472,0.638,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,119,4,4,0.018,476,0.642,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,120,4,4,0.012,480,0.646,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,121,4,4,0.012,484,0.647,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,122,4,4,0.012,488,0.648,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,123,4,4,0.016,492,0.654,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,124,4,4,0.019,496,0.660,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,125,4,4,0.018,500,0.661,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,126,4,4,0.017,504,0.665,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,127,4,4,0.012,508,0.666,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,129,4,4,0.009,512,0.672,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,130,4,4,0.009,516,0.676,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,128,4,4,0.016,520,0.681,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,131,4,4,0.012,524,0.683,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,132,4,4,0.011,528,0.684,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,133,4,4,0.010,532,0.688,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,134,4,4,0.010,536,0.693,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,135,4,4,0.009,540,0.699,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,136,4,4,0.010,544,0.711,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,138,4,4,0.011,548,0.714,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,137,4,4,0.017,552,0.716,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,139,4,4,0.017,556,0.717,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,141,4,4,0.033,560,0.730,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,140,4,4,0.045,564,0.736,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,142,4,4,0.044,568,0.745,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,143,4,4,0.039,572,0.748,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,144,4,4,0.019,576,0.750,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,145,4,4,0.019,580,0.755,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,146,4,4,0.018,584,0.762,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,147,4,4,0.027,588,0.771,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,149,4,4,0.023,592,0.777,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,148,4,4,0.039,596,0.788,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,150,4,4,0.027,600,0.789,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,151,4,4,0.022,604,0.795,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,154,4,4,0.013,608,0.801,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,152,4,4,0.028,612,0.806,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,153,4,4,0.019,616,0.807,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,155,4,4,0.023,620,0.816,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,158,4,4,0.021,624,0.833,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,156,4,4,0.031,628,0.834,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,157,4,4,0.027,632,0.835,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,159,4,4,0.024,636,0.841,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,160,4,4,0.019,640,0.847,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,161,4,4,0.021,644,0.853,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,162,4,4,0.021,648,0.854,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,163,4,4,0.019,652,0.862,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,164,4,4,0.022,656,0.869,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,165,4,4,0.018,660,0.872,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,166,4,4,0.020,664,0.875,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,167,4,4,0.023,668,0.883,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,169,4,4,0.018,672,0.889,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,168,4,4,0.025,676,0.894,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,170,4,4,0.021,680,0.896,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,171,4,4,0.015,684,0.900,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,172,4,4,0.013,688,0.905,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,174,4,4,0.010,692,0.907,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,173,4,4,0.018,696,0.911,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,175,4,4,0.019,700,0.920,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,177,4,4,0.017,704,0.923,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,176,4,4,0.025,708,0.928,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,178,4,4,0.018,712,0.930,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,179,4,4,0.019,716,0.936,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,180,4,4,0.020,720,0.942,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,181,4,4,0.019,724,0.946,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,182,4,4,0.025,728,0.954,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,183,4,4,0.021,732,0.958,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,184,4,4,0.023,736,0.965,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,185,4,4,0.025,740,0.972,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,186,4,4,0.023,744,0.977,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,187,4,4,0.024,748,0.985,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,188,4,4,0.019,752,0.988,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,189,4,4,0.014,756,0.989,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,190,4,4,0.011,760,0.990,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,191,4,4,0.012,764,0.996,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,192,4,4,0.013,768,0.998,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,193,4,4,0.016,772,1.003,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,194,4,4,0.016,776,1.006,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,195,4,4,0.013,780,1.008,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,196,4,4,0.012,784,1.009,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,197,4,4,0.012,788,1.016,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,198,4,4,0.012,792,1.019,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,199,4,4,0.012,796,1.021,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,200,4,4,0.012,800,1.023,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,201,4,4,0.010,804,1.025,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,202,4,4,0.011,808,1.031,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,203,4,4,0.016,812,1.036,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,204,4,4,0.020,816,1.041,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,205,4,4,0.020,820,1.045,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,206,4,4,0.023,824,1.050,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,207,4,4,0.018,828,1.053,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,208,4,4,0.018,832,1.062,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,209,4,4,0.017,836,1.064,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,210,4,4,0.015,840,1.067,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,211,4,4,0.015,844,1.068,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,212,4,4,0.013,848,1.073,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,213,4,4,0.012,852,1.078,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,214,4,4,0.010,856,1.083,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,215,4,4,0.010,860,1.086,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,216,4,4,0.011,864,1.088,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,218,4,4,0.010,868,1.092,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,217,4,4,0.013,872,1.095,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,219,4,4,0.012,876,1.099,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,220,4,4,0.011,880,1.102,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,221,4,4,0.014,884,1.105,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,222,4,4,0.014,888,1.107,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,223,4,4,0.013,892,1.108,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,224,4,4,0.011,896,1.110,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,225,4,4,0.071,900,1.178,12.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,226,4,4,0.072,904,1.181,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,227,4,4,0.073,908,1.184,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,228,4,4,0.076,912,1.186,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,229,4,4,0.015,916,1.190,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,230,4,4,0.017,920,1.196,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,231,4,4,0.017,924,1.198,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,232,4,4,0.015,928,1.206,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,233,4,4,0.019,932,1.208,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,234,4,4,0.015,936,1.209,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,235,4,4,0.014,940,1.213,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,236,4,4,0.017,944,1.218,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,237,4,4,0.016,948,1.221,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,238,4,4,0.019,952,1.228,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,239,4,4,0.022,956,1.231,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,240,4,4,0.017,960,1.233,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,241,4,4,0.011,964,1.235,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,242,4,4,0.016,968,1.242,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,243,4,4,0.020,972,1.251,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,245,4,4,0.019,976,1.256,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,244,4,4,0.025,980,1.257,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,247,4,4,0.013,984,1.263,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,248,4,4,0.017,988,1.267,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,246,4,4,0.030,992,1.271,100.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,249,4,4,0.017,996,1.272,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,250,4,4,0.013,1000,1.275,0.0,110.6
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,2,4,10,0.014,4,0.029,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,1,4,10,0.009,8,0.031,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,3,4,10,0.022,12,0.034,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,4,4,10,0.024,16,0.035,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,6,4,10,0.024,20,0.039,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,5,4,10,0.031,24,0.043,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,7,4,10,0.030,28,0.047,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,9,4,10,0.037,32,0.058,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,17,4,10,0.014,36,0.062,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,8,4,10,0.045,40,0.065,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,14,4,10,0.039,44,0.077,83.3,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,16,4,10,0.034,48,0.085,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,15,4,10,0.040,52,0.087,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,10,4,10,0.060,56,0.088,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,13,4,10,0.055,60,0.089,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,12,4,10,0.068,64,0.092,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,11,4,10,0.074,68,0.097,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,18,4,10,0.043,72,0.106,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,19,4,10,0.042,76,0.111,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,20,4,10,0.043,80,0.114,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,22,4,10,0.031,84,0.115,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,23,4,10,0.030,88,0.116,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,21,4,10,0.036,92,0.118,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,24,4,10,0.031,96,0.120,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,26,4,10,0.031,100,0.123,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,25,4,10,0.044,104,0.132,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,27,4,10,0.035,108,0.134,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,28,4,10,0.033,112,0.135,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,29,4,10,0.039,116,0.144,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,30,4,10,0.038,120,0.146,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,31,4,10,0.037,124,0.147,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,32,4,10,0.041,128,0.150,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,33,4,10,0.045,132,0.158,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,36,4,10,0.027,136,0.159,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,34,4,10,0.045,140,0.161,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,35,4,10,0.040,144,0.162,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,37,4,10,0.035,148,0.167,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,38,4,10,0.039,152,0.175,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,39,4,10,0.033,156,0.176,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,41,4,10,0.038,160,0.183,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,40,4,10,0.044,164,0.189,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,42,4,10,0.045,168,0.196,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,46,4,10,0.034,172,0.197,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,45,4,10,0.043,176,0.202,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,43,4,10,0.047,180,0.205,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,51,4,10,0.022,184,0.211,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,47,4,10,0.045,188,0.212,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,49,4,10,0.041,192,0.217,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,48,4,10,0.045,196,0.224,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,50,4,10,0.037,200,0.228,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,44,4,10,0.067,204,0.231,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,55,4,10,0.022,208,0.239,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,52,4,10,0.033,212,0.241,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,54,4,10,0.037,216,0.242,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,59,4,10,0.022,220,0.245,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,53,4,10,0.045,224,0.246,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,57,4,10,0.034,228,0.255,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,58,4,10,0.033,232,0.258,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,60,4,10,0.030,236,0.261,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,56,4,10,0.045,240,0.263,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,62,4,10,0.032,244,0.277,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,61,4,10,0.037,248,0.280,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,63,4,10,0.033,252,0.286,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,64,4,10,0.025,256,0.289,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,65,4,10,0.028,260,0.292,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,66,4,10,0.032,264,0.302,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,67,4,10,0.030,268,0.305,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,68,4,10,0.027,272,0.310,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,69,4,10,0.033,276,0.312,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,71,4,10,0.031,280,0.321,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,74,4,10,0.034,284,0.324,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,70,4,10,0.044,288,0.332,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,77,4,10,0.026,292,0.335,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,75,4,10,0.054,296,0.336,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,73,4,10,0.065,300,0.337,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,76,4,10,0.056,304,0.342,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,72,4,10,0.072,308,0.346,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,78,4,10,0.065,312,0.351,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,80,4,10,0.058,316,0.353,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,79,4,10,0.066,320,0.354,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,81,4,10,0.059,324,0.357,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,83,4,10,0.060,328,0.362,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,82,4,10,0.068,332,0.370,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,84,4,10,0.050,336,0.372,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,85,4,10,0.052,340,0.378,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,86,4,10,0.053,344,0.383,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,87,4,10,0.065,348,0.398,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,88,4,10,0.058,352,0.405,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,90,4,10,0.055,356,0.408,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,89,4,10,0.069,360,0.414,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,91,4,10,0.058,364,0.416,100.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,92,4,10,0.055,368,0.418,0.0,110.8
Milvus,NewsArticle_IP_32d_1000v,IP,32,1000,93,4,10,0.057,372,0.425,0.0,110.8
